When did you decide whom to vote for?,TIMEPRIMTH,IA,Midwest,West North Central,In the last month,40,43,51
When did you decide whom to vote for?,TIMEPRIMTH,IA,Midwest,West North Central,Earlier,59,54,42
Area type,SIZEPLC3,IA,Midwest,West North Central,Urban area,32,46,50
Area type,SIZEPLC3,IA,Midwest,West North Central,Suburban area,24,53,40
Area type,SIZEPLC3,IA,Midwest,West North Central,Rural area,44,50,45
Vote by Region,GEOCODIA,IA,Midwest,West North Central,Eastern Iowa,27,48,48
Vote by Region,GEOCODIA,IA,Midwest,West North Central,East Central Iowa,19,50,47
Vote by Region,GEOCODIA,IA,Midwest,West North Central,Des Moines Area,26,51,41
Vote by Region,GEOCODIA,IA,Midwest,West North Central,Central Iowa,16,50,45
Vote by Region,GEOCODIA,IA,Midwest,West North Central,Western Iowa,13,47,47
question,pollname,state,region,subregion,answer,percent,clinton,sanders
Gender,SEX,IL,Midwest,East North Central,Men,46,45,53
Gender,SEX,IL,Midwest,East North Central,Women,54,55,45
Age,XAGE,IL,Midwest,East North Central,17-29,17,14,86
Age,XAGE,IL,Midwest,East North Central,30-44,22,42,58
Age,XAGE,IL,Midwest,East North Central,45-64,39,60,39
Age,XAGE,IL,Midwest,East North Central,65 and older,22,70,29
Age,XAGE65,IL,Midwest,East North Central,17-24,10,10,88
Age,XAGE65,IL,Midwest,East North Central,25-29,7,18,82
Age,XAGE65,IL,Midwest,East North Central,30-39,16,38,62
Age,XAGE65,IL,Midwest,East North Central,40-49,15,55,42
Age,XAGE65,IL,Midwest,East North Central,50-64,31,60,39
Age,XAGE65,IL,Midwest,East North Central,65 and older,22,70,29
Age,XAGE45,IL,Midwest,East North Central,17-44 year olds,39,30,70
Age,XAGE45,IL,Midwest,East North Central,45 and older,61,63,36
Race,RACE,IL,Midwest,East North Central,White,58,42,57
Race,RACE,IL,Midwest,East North Central,Black,28,70,30
Race,RACE,IL,Midwest,East North Central,Latino,9,49,50
Race,RACE,IL,Midwest,East North Central,Asian,3,N/A,N/A
Race,RACE,IL,Midwest,East North Central,Other race,2,N/A,N/A
Race,RACE2B,IL,Midwest,East North Central,White,58,42,57
Race,RACE2B,IL,Midwest,East North Central,Non-white,42,63,37
Race by gender,SEXBYRACE,IL,Midwest,East North Central,White men,28,35,64
Race by gender,SEXBYRACE,IL,Midwest,East North Central,White women,30,49,51
Race by gender,SEXBYRACE,IL,Midwest,East North Central,Black men,11,74,24
Race by gender,SEXBYRACE,IL,Midwest,East North Central,Black women,17,66,34
Race by gender,SEXBYRACE,IL,Midwest,East North Central,Latino men,4,N/A,N/A
Race by gender,SEXBYRACE,IL,Midwest,East North Central,Latino women,5,N/A,N/A
Race by gender,SEXBYRACE,IL,Midwest,East North Central,Others,5,N/A,N/A
Education,EDUC12R,IL,Midwest,East North Central,High school or less,15,63,37
Education,EDUC12R,IL,Midwest,East North Central,Some college,32,49,50
Education,EDUC12R,IL,Midwest,East North Central,College graduate,32,44,55
Education,EDUC12R,IL,Midwest,East North Central,Postgraduate,21,56,43
Are you a college graduate?,EDUCCOLL,IL,Midwest,East North Central,Yes,53,49,50
Are you a college graduate?,EDUCCOLL,IL,Midwest,East North Central,No,47,53,46
Education and race,EDUCWHITE,IL,Midwest,East North Central,White college graduates,34,42,57
Education and race,EDUCWHITE,IL,Midwest,East North Central,Whites no degree,24,43,56
Education and race,EDUCWHITE,IL,Midwest,East North Central,Non-whites college grads,18,63,36
Education and race,EDUCWHITE,IL,Midwest,East North Central,Non-whites no degree,23,64,35
Income,INCOME16,IL,Midwest,East North Central,Less than $30K,18,61,39
Income,INCOME16,IL,Midwest,East North Central,$30K-50K,20,51,49
Income,INCOME16,IL,Midwest,East North Central,$50K-100K,34,44,56
Income,INCOME16,IL,Midwest,East North Central,$100K-200K,22,49,50
Income,INCOME16,IL,Midwest,East North Central,$200K or more,6,N/A,N/A
Income,INC50K,IL,Midwest,East North Central,Under $50K,38,56,44
Income,INC50K,IL,Midwest,East North Central,$50K or More,62,48,51
Income,INC100K,IL,Midwest,East North Central,Under $100K,72,50,50
Income,INC100K,IL,Midwest,East North Central,$100K or more,28,52,46
Income,INCOME3,IL,Midwest,East North Central,Under $50K,38,56,44
Income,INCOME3,IL,Midwest,East North Central,$50K-$100K,34,44,56
Income,INCOME3,IL,Midwest,East North Central,$100K or more,28,52,46
Party ID,PARTY,IL,Midwest,East North Central,Democrats,77,57,42
Party ID,PARTY,IL,Midwest,East North Central,Republicans,2,N/A,N/A
Party ID,PARTY,IL,Midwest,East North Central,Independents,21,30,69
Ideology,PHIL4,IL,Midwest,East North Central,Very liberal,29,47,52
Ideology,PHIL4,IL,Midwest,East North Central,Somewhat liberal,36,49,51
Ideology,PHIL4,IL,Midwest,East North Central,Moderate,30,57,41
Ideology,PHIL4,IL,Midwest,East North Central,Conservative,5,N/A,N/A
Ideology,PHIL3X,IL,Midwest,East North Central,Liberal,64,48,52
Ideology,PHIL3X,IL,Midwest,East North Central,Moderate,30,57,41
Ideology,PHIL3X,IL,Midwest,East North Central,Conservative,5,N/A,N/A
Ideology ,PHIL2D,IL,Midwest,East North Central,Liberal,64,48,52
Ideology ,PHIL2D,IL,Midwest,East North Central,Moderate/Conservative,36,56,43
Marital status,MARRIED,IL,Midwest,East North Central,Married,51,56,43
Marital status,MARRIED,IL,Midwest,East North Central,Unmarried,49,42,58
Marital status and gender,SEXWED,IL,Midwest,East North Central,Married men,24,51,47
Marital status and gender,SEXWED,IL,Midwest,East North Central,Married women,27,61,39
Marital status and gender,SEXWED,IL,Midwest,East North Central,Unmarried men,22,38,62
Marital status and gender,SEXWED,IL,Midwest,East North Central,Unmarried women,27,45,55
Most important issue,ISSDEM16,IL,Midwest,East North Central,Health care,18,55,43
Most important issue,ISSDEM16,IL,Midwest,East North Central,Economy/Jobs,47,52,47
Most important issue,ISSDEM16,IL,Midwest,East North Central,Terrorism,9,68,32
Most important issue,ISSDEM16,IL,Midwest,East North Central,Income inequality,23,37,63
Top candidate quality,QLT16DEMPRI,IL,Midwest,East North Central,Electability,13,75,25
Top candidate quality,QLT16DEMPRI,IL,Midwest,East North Central,Cares,28,36,63
Top candidate quality,QLT16DEMPRI,IL,Midwest,East North Central,Honest,32,29,70
Top candidate quality,QLT16DEMPRI,IL,Midwest,East North Central,Experience,25,83,17
The next president should:,OBAMAPLCY,IL,Midwest,East North Central,Continue Obama's policies,55,64,35
The next president should:,OBAMAPLCY,IL,Midwest,East North Central,Be more liberal,32,28,72
The next president should:,OBAMAPLCY,IL,Midwest,East North Central,Be less liberal,9,N/A,N/A
Race relations in this country have:,RACEREL14,IL,Midwest,East North Central,Gotten better,9,N/A,N/A
Race relations in this country have:,RACEREL14,IL,Midwest,East North Central,Stayed the same,35,53,47
Race relations in this country have:,RACEREL14,IL,Midwest,East North Central,Gotten worse,54,48,52
Who do you trust to handle race relations?,RACERELDEM16,IL,Midwest,East North Central,Only Clinton,16,94,6
Who do you trust to handle race relations?,RACERELDEM16,IL,Midwest,East North Central,Only Sanders,23,6,94
Who do you trust to handle race relations?,RACERELDEM16,IL,Midwest,East North Central,Both,55,57,42
Who do you trust to handle race relations?,RACERELDEM16,IL,Midwest,East North Central,Neither,4,N/A,N/A
Trust Clinton to handle race relations?,RACERELCLIN,IL,Midwest,East North Central,Yes,71,66,34
Trust Clinton to handle race relations?,RACERELCLIN,IL,Midwest,East North Central,No,27,11,89
Trust Sanders to handle race relations?,RACERELSANDERS,IL,Midwest,East North Central,Yes,78,42,57
Trust Sanders to handle race relations?,RACERELSANDERS,IL,Midwest,East North Central,No,21,82,18
Family's financial situation,GETAHEAD,IL,Midwest,East North Central,Getting ahead,21,59,39
Family's financial situation,GETAHEAD,IL,Midwest,East North Central,Holding steady ,61,48,52
Family's financial situation,GETAHEAD,IL,Midwest,East North Central,Falling behind ,17,47,53
Trade with other countries:,TRADE16,IL,Midwest,East North Central,Creates U.S. jobs,44,56,44
Trade with other countries:,TRADE16,IL,Midwest,East North Central,Takes away U.S. jobs,44,44,56
Trade with other countries:,TRADE16,IL,Midwest,East North Central,Does not affect jobs,9,N/A,N/A
Worried about U.S. economy?,ECONWORR,IL,Midwest,East North Central,Very worried,45,50,49
Worried about U.S. economy?,ECONWORR,IL,Midwest,East North Central,Somewhat worried,40,49,50
Worried about U.S. economy?,ECONWORR,IL,Midwest,East North Central,Not too worried,11,N/A,N/A
Worried about U.S. economy?,ECONWORR,IL,Midwest,East North Central,Not at all worried,4,N/A,N/A
Worried about U.S. economy?,ECOWORR2,IL,Midwest,East North Central,Yes,84,50,50
Worried about U.S. economy?,ECOWORR2,IL,Midwest,East North Central,No,15,54,42
Next president should be:,OUTSIDER16,IL,Midwest,East North Central,Experienced in politics,82,56,43
Next president should be:,OUTSIDER16,IL,Midwest,East North Central,Outside the establishment,14,18,82
Satisfied if Clinton wins the nomination?,SATHCLIN,IL,Midwest,East North Central,Yes,73,69,30
Satisfied if Clinton wins the nomination?,SATHCLIN,IL,Midwest,East North Central,No,27,2,98
Satisfied if Sanders wins the nomination?,SATSANDERS,IL,Midwest,East North Central,Yes,75,37,63
Satisfied if Sanders wins the nomination?,SATSANDERS,IL,Midwest,East North Central,No,23,95,5
Clinton's positions on the issues are:,CLINTONLIB,IL,Midwest,East North Central,Too liberal,10,N/A,N/A
Clinton's positions on the issues are:,CLINTONLIB,IL,Midwest,East North Central,Not liberal enough,27,13,87
Clinton's positions on the issues are:,CLINTONLIB,IL,Midwest,East North Central,About right,60,74,26
Sanders' positions on the issues are:,SANDERSLIB,IL,Midwest,East North Central,Too liberal,25,85,14
Sanders' positions on the issues are:,SANDERSLIB,IL,Midwest,East North Central,Not liberal enough,11,N/A,N/A
Sanders' positions on the issues are:,SANDERSLIB,IL,Midwest,East North Central,About right,60,29,71
Is Bernie Sanders honest and trustworthy?,SANDHONEST,IL,Midwest,East North Central,Yes,80,42,57
Is Bernie Sanders honest and trustworthy?,SANDHONEST,IL,Midwest,East North Central,No,15,N/A,N/A
Is Hillary Clinton honest and trustworthy?,CLINHONEST,IL,Midwest,East North Central,Yes,57,78,21
Is Hillary Clinton honest and trustworthy?,CLINHONEST,IL,Midwest,East North Central,No,40,13,86
Hillary Clinton's policies are:,CLINREALISTIC,IL,Midwest,East North Central,Realistic,72,67,33
Hillary Clinton's policies are:,CLINREALISTIC,IL,Midwest,East North Central,Not realistic,24,5,93
Bernie Sanders' policies are:,SANDREALISTIC,IL,Midwest,East North Central,Realistic,64,29,71
Bernie Sanders' policies are:,SANDREALISTIC,IL,Midwest,East North Central,Not realistic,34,87,11
Who is more inspiring about the country's future?,INSPIRES16D,IL,Midwest,East North Central,Clinton,45,99,1
Who is more inspiring about the country's future?,INSPIRES16D,IL,Midwest,East North Central,Sanders,54,10,88
The candidate's gender was:,GENDISS,IL,Midwest,East North Central,Most important factor,5,N/A,N/A
The candidate's gender was:,GENDISS,IL,Midwest,East North Central,An important factor,15,73,27
The candidate's gender was:,GENDISS,IL,Midwest,East North Central,Not a factor,78,44,56
Was the candidate's gender an important factor?,GENDISS2,IL,Midwest,East North Central,Yes,21,74,26
Was the candidate's gender an important factor?,GENDISS2,IL,Midwest,East North Central,No,78,44,56
Better chance to defeat Trump in November?,BEATTRUMP16,IL,Midwest,East North Central,Clinton,65,76,23
Better chance to defeat Trump in November?,BEATTRUMP16,IL,Midwest,East North Central,Sanders,34,4,96
Who would make the best commander in chief?,CICDEM16,IL,Midwest,East North Central,Clinton,53,89,10
Who would make the best commander in chief?,CICDEM16,IL,Midwest,East North Central,Sanders,45,5,94
When did you decide whom to vote for?,TIMENH16,IL,Midwest,East North Central,Just today,11,N/A,N/A
When did you decide whom to vote for?,TIMENH16,IL,Midwest,East North Central,In the last few days,10,N/A,N/A
When did you decide whom to vote for?,TIMENH16,IL,Midwest,East North Central,Sometime last week,5,N/A,N/A
When did you decide whom to vote for?,TIMENH16,IL,Midwest,East North Central,In the last month,19,41,59
When did you decide whom to vote for?,TIMENH16,IL,Midwest,East North Central,Before that,54,55,43
When did you decide whom to vote for?,TIMEPRIFEWDAYS,IL,Midwest,East North Central,Last few days,21,47,52
When did you decide whom to vote for?,TIMEPRIFEWDAYS,IL,Midwest,East North Central,Earlier,78,51,48
When did you decide whom to vote for?,TIMEPRIWK,IL,Midwest,East North Central,In the last week,26,47,52
When did you decide whom to vote for?,TIMEPRIWK,IL,Midwest,East North Central,Earlier,74,51,47
Area type,SIZEPLC3,IL,Midwest,East North Central,Urban area,43,52,48
Area type,SIZEPLC3,IL,Midwest,East North Central,Suburban area,48,50,50
Area type,SIZEPLC3,IL,Midwest,East North Central,Rural area,9,48,50
Region,GEOCOD,IL,Midwest,East North Central,Chicago,34,54,46
Region,GEOCOD,IL,Midwest,East North Central,Cook Suburbs,23,53,46
Region,GEOCOD,IL,Midwest,East North Central,Collar Counties,20,47,52
Region,GEOCOD,IL,Midwest,East North Central,North,10,46,53
Region,GEOCOD,IL,Midwest,East North Central,Central/South,14,45,54
question,pollname,state,region,subregion,answer,percent,clinton,sanders
Gender,SEX,MA,Northeast,New England,Men,42,41,58
Gender,SEX,MA,Northeast,New England,Women,58,57,42
Age,AGE,MA,Northeast,New England,18-29,19,35,65
Age,AGE,MA,Northeast,New England,30-44,23,55,44
Age,AGE,MA,Northeast,New England,45-64,39,51,48
Age,AGE,MA,Northeast,New England,65 and older,19,59,39
Age,AGE65,MA,Northeast,New England,18-24,11,28,71
Age,AGE65,MA,Northeast,New England,25-29,9,42,58
Age,AGE65,MA,Northeast,New England,30-39,15,53,47
Age,AGE65,MA,Northeast,New England,40-49,14,55,44
Age,AGE65,MA,Northeast,New England,50-64,32,51,48
Age,AGE65,MA,Northeast,New England,65 and older,19,59,39
Age,AGE45,MA,Northeast,New England,18-44,43,46,54
Age,AGE45,MA,Northeast,New England,45 and older,57,54,45
Race,RACE,MA,Northeast,New England,White,85,49,50
Race,RACE,MA,Northeast,New England,Black,4,N/A,N/A
Race,RACE,MA,Northeast,New England,Latino,6,N/A,N/A
Race,RACE,MA,Northeast,New England,Asian,4,N/A,N/A
Race,RACE,MA,Northeast,New England,Other race,1,N/A,N/A
Race,RACE2B,MA,Northeast,New England,White,85,49,50
Race,RACE2B,MA,Northeast,New England,Non-white,15,59,41
Education,EDUC12R,MA,Northeast,New England,High school or less,8,43,57
Education,EDUC12R,MA,Northeast,New England,Some college,24,40,60
Education,EDUC12R,MA,Northeast,New England,College graduate,32,50,49
Education,EDUC12R,MA,Northeast,New England,Postgraduate,35,58,41
Are you a college graduate?,EDUCCOLL,MA,Northeast,New England,Yes,67,54,45
Are you a college graduate?,EDUCCOLL,MA,Northeast,New England,No,33,41,59
Education and race,EDUCWHITE,MA,Northeast,New England,White college graduates,58,53,46
Education and race,EDUCWHITE,MA,Northeast,New England,Whites no degree,27,40,60
Education and race,EDUCWHITE,MA,Northeast,New England,Non-whites college grads,9,66,32
Education and race,EDUCWHITE,MA,Northeast,New England,Non-whites no degree,6,N/A,N/A
Income,INCOME16,MA,Northeast,New England,Less than $30K,13,47,50
Income,INCOME16,MA,Northeast,New England,$30K-50K,18,40,60
Income,INCOME16,MA,Northeast,New England,$50K-100K,33,46,54
Income,INCOME16,MA,Northeast,New England,$100K-200K,30,57,42
Income,INCOME16,MA,Northeast,New England,$200K or more,7,N/A,N/A
Income,INC50K,MA,Northeast,New England,Under $50K,31,43,56
Income,INC50K,MA,Northeast,New England,$50K or More,69,53,46
Income,INC100K,MA,Northeast,New England,Under $100K,63,45,55
Income,INC100K,MA,Northeast,New England,$100K or more,37,59,39
Income,INCOME3,MA,Northeast,New England,Under $50K,31,43,56
Income,INCOME3,MA,Northeast,New England,$50K-$100K,33,46,54
Income,INCOME3,MA,Northeast,New England,$100K or more,37,59,39
Ever voted in a Democratic presidential primary?,PREVPRIDEM,MA,Northeast,New England,Voted before,81,55,45
Ever voted in a Democratic presidential primary?,PREVPRIDEM,MA,Northeast,New England,First-time voter,17,27,72
Party ID,PARTY,MA,Northeast,New England,Democrats,65,60,40
Party ID,PARTY,MA,Northeast,New England,Republicans,2,N/A,N/A
Party ID,PARTY,MA,Northeast,New England,Independents,33,33,66
Ideology,PHIL4,MA,Northeast,New England,Very liberal,29,42,57
Ideology,PHIL4,MA,Northeast,New England,Somewhat liberal,41,60,40
Ideology,PHIL4,MA,Northeast,New England,Moderate,25,45,54
Ideology,PHIL4,MA,Northeast,New England,Conservative,5,N/A,N/A
Ideology,PHIL3X,MA,Northeast,New England,Liberal,70,52,47
Ideology,PHIL3X,MA,Northeast,New England,Moderate,25,45,54
Ideology,PHIL3X,MA,Northeast,New England,Conservative,5,N/A,N/A
Ideology ,PHIL2D,MA,Northeast,New England,Liberal,70,52,47
Ideology ,PHIL2D,MA,Northeast,New England,Moderate/Conservative,30,45,54
Marital status,MARRIED,MA,Northeast,New England,Married,55,55,44
Marital status,MARRIED,MA,Northeast,New England,Unmarried,45,44,55
Marital status and gender,SEXWED,MA,Northeast,New England,Married men,23,49,50
Marital status and gender,SEXWED,MA,Northeast,New England,Married women,33,59,40
Marital status and gender,SEXWED,MA,Northeast,New England,Unmarried men,18,30,69
Marital status and gender,SEXWED,MA,Northeast,New England,Unmarried women,26,53,46
Most important issue,ISSDEM16,MA,Northeast,New England,Health care,16,59,41
Most important issue,ISSDEM16,MA,Northeast,New England,Economy/Jobs,40,52,48
Most important issue,ISSDEM16,MA,Northeast,New England,Terrorism,12,58,39
Most important issue,ISSDEM16,MA,Northeast,New England,Income inequality,30,40,59
Top candidate quality,QLT16DEMPRI,MA,Northeast,New England,Electability,20,81,19
Top candidate quality,QLT16DEMPRI,MA,Northeast,New England,Cares,23,30,70
Top candidate quality,QLT16DEMPRI,MA,Northeast,New England,Honest,27,9,91
Top candidate quality,QLT16DEMPRI,MA,Northeast,New England,Experience,26,90,9
Who is honest and trustworthy?,HONESTDEM16,MA,Northeast,New England,Only Clinton,7,N/A,N/A
Who is honest and trustworthy?,HONESTDEM16,MA,Northeast,New England,Only Sanders,37,9,90
Who is honest and trustworthy?,HONESTDEM16,MA,Northeast,New England,Both,48,75,25
Who is honest and trustworthy?,HONESTDEM16,MA,Northeast,New England,Neither,6,N/A,N/A
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,MA,Northeast,New England,Yes,54,78,22
Is Clinton honest and trustworthy?,HONESTDEM16CLIN,MA,Northeast,New England,No,43,15,83
Is Sanders honest and trustworthy?,HONESTDEM16SAND,MA,Northeast,New England,Yes,85,46,54
Is Sanders honest and trustworthy?,HONESTDEM16SAND,MA,Northeast,New England,No,12,76,20
Who do you trust in an international crisis?,INTCRISISDEM16,MA,Northeast,New England,Only Clinton,36,94,6
Who do you trust in an international crisis?,INTCRISISDEM16,MA,Northeast,New England,Only Sanders,16,3,97
Who do you trust in an international crisis?,INTCRISISDEM16,MA,Northeast,New England,Both,41,35,64
Who do you trust in an international crisis?,INTCRISISDEM16,MA,Northeast,New England,Neither,5,N/A,N/A
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,MA,Northeast,New England,Yes,77,62,37
Trust Clinton in an international crisis?,INTCRISISDEMCLIN,MA,Northeast,New England,No,21,7,91
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,MA,Northeast,New England,Yes,57,26,73
Trust Sanders in an international crisis?,INTCRISISDEMSANDERS,MA,Northeast,New England,No,41,85,14
Better handle Supreme Court nominations?,SCOTUSDEM16,MA,Northeast,New England,Clinton,52,90,10
Better handle Supreme Court nominations?,SCOTUSDEM16,MA,Northeast,New England,Sanders,43,5,94
The next president should:,OBAMAPLCY,MA,Northeast,New England,Continue Obama's policies,45,70,30
The next president should:,OBAMAPLCY,MA,Northeast,New England,Be more liberal,34,32,68
The next president should:,OBAMAPLCY,MA,Northeast,New England,Be less liberal,16,38,60
U.S. economic system generally:,ECONFAIR,MA,Northeast,New England,Favors the wealthy,87,48,51
U.S. economic system generally:,ECONFAIR,MA,Northeast,New England,Is fair to most Americans,11,59,40
Next president should be:,OUTSIDER16,MA,Northeast,New England,Experienced in politics,78,60,40
Next president should be:,OUTSIDER16,MA,Northeast,New England,Outside the establishment,17,12,86
Clinton's positions on the issues are:,CLINTONLIB,MA,Northeast,New England,Too liberal,8,30,70
Clinton's positions on the issues are:,CLINTONLIB,MA,Northeast,New England,Not liberal enough,29,24,75
Clinton's positions on the issues are:,CLINTONLIB,MA,Northeast,New England,About right,57,70,30
Sanders' positions on the issues are:,SANDERSLIB,MA,Northeast,New England,Too liberal,31,86,13
Sanders' positions on the issues are:,SANDERSLIB,MA,Northeast,New England,Not liberal enough,6,N/A,N/A
Sanders' positions on the issues are:,SANDERSLIB,MA,Northeast,New England,About right,59,28,71
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,Just today,12,43,54
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,In the last few days,11,59,41
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,Sometime last week,4,N/A,N/A
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,In the last month,15,44,55
When did you decide whom to vote for?,TIMENH16,MA,Northeast,New England,Before that,56,51,49
When did you decide whom to vote for?,TIMEPRIFEWDAYS,MA,Northeast,New England,Last few days,24,51,48
When did you decide whom to vote for?,TIMEPRIFEWDAYS,MA,Northeast,New England,Earlier,75,50,49
When did you decide whom to vote for?,TIMEPRIWK,MA,Northeast,New England,In the last week,28,52,46
When did you decide whom to vote for?,TIMEPRIWK,MA,Northeast,New England,Earlier,71,50,50
Area type,SIZEPLC3,MA,Northeast,New England,Urban area,16,61,37
Area type,SIZEPLC3,MA,Northeast,New England,Suburban area,84,48,51
Area type,SIZEPLC3,MA,Northeast,New England,Rural area,N/A,N/A,N/A
Region,GEOCOD,MA,Northeast,New England,Boston Area,33,54,45
Region,GEOCOD,MA,Northeast,New England,N. Shore/Rte. 128,17,52,46
Region,GEOCOD,MA,Northeast,New England,S. Shore/Cape Cod,13,48,51
Region,GEOCOD,MA,Northeast,New England,Industrial Belt,21,49,50
Region,GEOCOD,MA,Northeast,New England,Western Mass.,15,44,56
question,pollname,state,region,subregion,answer,percent,clinton,sanders
Gender,SEX,MI,Midwest,East North Central,Men,45,44,55
Gender,SEX,MI,Midwest,East North Central,Women,55,51,45
Age,AGE,MI,Midwest,East North Central,18-29,19,19,81
Age,AGE,MI,Midwest,East North Central,30-44,26,42,53
Age,AGE,MI,Midwest,East North Central,45-64,35,57,41
Age,AGE,MI,Midwest,East North Central,65 and older,20,69,30
Age,AGE65,MI,Midwest,East North Central,18-24,11,15,85
Age,AGE65,MI,Midwest,East North Central,25-29,8,24,75
Age,AGE65,MI,Midwest,East North Central,30-39,17,36,59
Age,AGE65,MI,Midwest,East North Central,40-49,17,55,41
Age,AGE65,MI,Midwest,East North Central,50-64,27,57,41
Age,AGE65,MI,Midwest,East North Central,65 and older,20,69,30
Age,AGE45,MI,Midwest,East North Central,18-44,45,32,65
Age,AGE45,MI,Midwest,East North Central,45 and older,55,62,37
Race,RACE,MI,Midwest,East North Central,White,70,42,56
Race,RACE,MI,Midwest,East North Central,Black,21,68,28
Race,RACE,MI,Midwest,East North Central,Latino,3,N/A,N/A
Race,RACE,MI,Midwest,East North Central,Asian,2,N/A,N/A
Race,RACE,MI,Midwest,East North Central,Other race,4,N/A,N/A
Race,RACE2B,MI,Midwest,East North Central,White,70,42,56
Race,RACE2B,MI,Midwest,East North Central,Non-white,30,63,34
Race by gender,SEXBYRACE,MI,Midwest,East North Central,White men,33,37,62
Race by gender,SEXBYRACE,MI,Midwest,East North Central,White women,37,47,51
Race by gender,SEXBYRACE,MI,Midwest,East North Central,Black men,7,N/A,N/A
Race by gender,SEXBYRACE,MI,Midwest,East North Central,Black women,14,66,28
Race by gender,SEXBYRACE,MI,Midwest,East North Central,Latino men,1,N/A,N/A
Race by gender,SEXBYRACE,MI,Midwest,East North Central,Latino women,1,N/A,N/A
Race by gender,SEXBYRACE,MI,Midwest,East North Central,Others,6,N/A,N/A
Education,EDUC12R,MI,Midwest,East North Central,High school or less,17,61,37
Education,EDUC12R,MI,Midwest,East North Central,Some college,37,43,55
Education,EDUC12R,MI,Midwest,East North Central,College graduate,26,41,54
Education,EDUC12R,MI,Midwest,East North Central,Postgraduate,20,57,42
Are you a college graduate?,EDUCCOLL,MI,Midwest,East North Central,Yes,46,48,49
Are you a college graduate?,EDUCCOLL,MI,Midwest,East North Central,No,54,49,50
Education and race,EDUCWHITE,MI,Midwest,East North Central,White college graduates,33,43,54
Education and race,EDUCWHITE,MI,Midwest,East North Central,Whites no degree,36,42,57
Education and race,EDUCWHITE,MI,Midwest,East North Central,Non-whites college grads,13,61,35
Education and race,EDUCWHITE,MI,Midwest,East North Central,Non-whites no degree,18,63,34
Income,INCOME16,MI,Midwest,East North Central,Less than $30K,23,51,48
Income,INCOME16,MI,Midwest,East North Central,$30K-50K,22,44,54
Income,INCOME16,MI,Midwest,East North Central,$50K-100K,31,47,50
Income,INCOME16,MI,Midwest,East North Central,$100K-200K,20,48,48
Income,INCOME16,MI,Midwest,East North Central,$200K or more,4,N/A,N/A
Income,INC50K,MI,Midwest,East North Central,Under $50K,45,48,51
Income,INC50K,MI,Midwest,East North Central,$50K or More,55,48,49
Income,INC100K,MI,Midwest,East North Central,Under $100K,76,48,51
Income,INC100K,MI,Midwest,East North Central,$100K or more,24,50,47
Income,INCOME3,MI,Midwest,East North Central,Under $50K,45,48,51
Income,INCOME3,MI,Midwest,East North Central,$50K-$100K,31,47,50
Income,INCOME3,MI,Midwest,East North Central,$100K or more,24,50,47
Party ID,PARTY,MI,Midwest,East North Central,Democrats,69,58,40
Party ID,PARTY,MI,Midwest,East North Central,Republicans,4,N/A,N/A
Party ID,PARTY,MI,Midwest,East North Central,Independents,27,28,71
Ideology,PHIL4,MI,Midwest,East North Central,Very liberal,22,41,59
Ideology,PHIL4,MI,Midwest,East North Central,Somewhat liberal,35,49,51
Ideology,PHIL4,MI,Midwest,East North Central,Moderate,33,55,44
Ideology,PHIL4,MI,Midwest,East North Central,Conservative,9,N/A,N/A
Ideology,PHIL3X,MI,Midwest,East North Central,Liberal,57,46,54
Ideology,PHIL3X,MI,Midwest,East North Central,Moderate,33,55,44
Ideology,PHIL3X,MI,Midwest,East North Central,Conservative,9,N/A,N/A
Ideology ,PHIL2D,MI,Midwest,East North Central,Liberal,57,46,54
Ideology ,PHIL2D,MI,Midwest,East North Central,Moderate/Conservative,43,52,43
Marital status,MARRIED,MI,Midwest,East North Central,Married,54,49,50
Marital status,MARRIED,MI,Midwest,East North Central,Unmarried,46,44,53
Marital status and gender,SEXWED,MI,Midwest,East North Central,Married men,27,46,53
Marital status and gender,SEXWED,MI,Midwest,East North Central,Married women,26,53,47
Marital status and gender,SEXWED,MI,Midwest,East North Central,Unmarried men,20,44,56
Marital status and gender,SEXWED,MI,Midwest,East North Central,Unmarried women,26,43,50
Union household?,UNIONHH12,MI,Midwest,East North Central,Yes,33,46,49
Union household?,UNIONHH12,MI,Midwest,East North Central,No,67,46,53
Most important issue,ISSDEM16,MI,Midwest,East North Central,Health care,19,48,49
Most important issue,ISSDEM16,MI,Midwest,East North Central,Economy/Jobs,43,52,46
Most important issue,ISSDEM16,MI,Midwest,East North Central,Terrorism,8,69,30
Most important issue,ISSDEM16,MI,Midwest,East North Central,Income inequality,27,38,60
Top candidate quality,QLT16DEMPRI,MI,Midwest,East North Central,Electability,11,73,27
Top candidate quality,QLT16DEMPRI,MI,Midwest,East North Central,Cares,33,40,56
Top candidate quality,QLT16DEMPRI,MI,Midwest,East North Central,Honest,28,20,78
Top candidate quality,QLT16DEMPRI,MI,Midwest,East North Central,Experience,26,81,18
Trade with other countries:,TRADE16,MI,Midwest,East North Central,Creates U.S. jobs,30,54,44
